,model,age,story
10,meta-llama/llama-3.1-8b-instruct,4_6,"Er waren twee vrienden. De ene vriend heette Bobbie en de andere heette Koen. Bobbie en Koen gingen altijd samen spelen.

Ze hadden een hond, een grote golden retriever. Zijn naam was Max. Max was zo lief. Hij at heel veel broodjes.

Bobbie en Koen hadden een speeltuin. Daar gingen ze altijd spelen. Ze hadden een grote trampoline. Op die trampoline sprongen ze heel hoog.

Max sprong ook op de trampoline. Hij was heel snel. Hij sprong van de trampoline en ging recht naar de zandbak. Daar rolde hij heen en weer. Dat vonden Bobbie en Koen leuk.

Maar dan ging Max naar huis. Hij ging slapen. Bobbie en Koen gingen ook slapen. Ze waren heel moe."
11,meta-llama/llama-3.1-8b-instruct,4_6,"Er was eens een konijn. Hij woonde in een prachtige tuin vol bloemen en groene bladeren. De konijn heette Fluffy. Fluffy was heel slim en ging altijd op avontuur.

Eens ging Fluffy het bos in. Hij wilde naar de andere kant van het bos. Maar toen hij door het bos liep, kwam hij een klein vogeltje tegen. Het vogeltje heette Tweety.

Tweety was bang, want hij was alleen in het bos. Fluffy zei, ""Houd je vast, ik ga je naar huis brengen."" Tweety was heel dankbaar.

Toen ze bij het vogeltje huis waren, gaf het vogeltje Fluffy een klein cadeautje. Het was een prachtige bloem. Fluffy was heel blij en zei, ""Dank je wel, Tweety!"""
12,meta-llama/llama-3.1-8b-instruct,4_6,"Een keer was ik bij mijn opa's huis. Mijn opa heeft een hond. Hij heet Max. Max is een grote, rode hond. Hij is heel lief.

Mijn opa zegt dat Max heel slim is. Hij kan veel dingen leren. Mijn opa heeft hem geleerd om te sprongen en om te draaien. Hij kan ook op commando gaan zitten.

Die dag ging ik bij mijn opa's huis spelen. Max en ik gingen naar buiten. Hij sprong om me heen en ik gilde van geluk. Mijn opa lachte en zei: ""Max, je bent een goede hond!""

Toen gingen we naar de speeltuin. Max kwam met me mee. Hij was heel moedig. Hij sprong over een hek en ik vloog van geluk. Mijn opa zei: ""Max, je bent de held!""

Ik hield van die dag bij mijn opa's huis. Max was heel leuk en ik was blij dat ik hem kon spelen."
13,meta-llama/llama-3.1-8b-instruct,4_6,"Er was een konijn. Hij heette Benny. Benny woonde in een prachtig groen bos. Hij had een vriendinnetje, een konijntje. Zij heette Flo. Ze kwamen samen in de bos. Ze gingen op een pad. Het pad liep naar een grote boom. Daaronder lag een grote stamhout. Benny zei tegen Flo, ""Kijk, een prachtig stamhout!""

Flo zei, ""Ja, we kunnen erin klimmen!"" Benny en Flo kregen beiden een hand vast en klommen in de boom. Maar toen konden ze niet meer naar beneden. Ze hadden geen uitweg meer. Ze waren vastgeklampt aan de boom. Ze moesten roepen om hulp.

Dan kwam er een man, een boswachter. Hij hoorde hun roepen en kwam naar hen toe. Hij zei, ""Je bent vastgeklampt! Maak je geen zorgen, ik kom eraan."" Hij hielp Benny en Flo uit de boom. Ze waren heel dankbaar voor de boswachter. Hij gaf ze een grote appel. Benny en Flo gingen met de appel naar huis. Het was een leuk dagje uit."
14,meta-llama/llama-3.1-8b-instruct,4_6,"Er was een konijn, hij heette Benny. Benny woonde in een grote tuin met een grote poel. Hij hield van zwemmen. Een dag ging Benny naar de poel. Hij was heel moe en had honger. Hij vroeg aan zijn vriend een eend: ""Kunt u me iets eten geven?"" De eend zei: ""Nee, ik heb niets."" Toen ging Benny naar zijn beste vriend, een hond. De hond zei: ""Ja, ik heb een broodje voor je."" Benny was heel dankbaar. Hij zei: ""Dankjewel!"" En hij at het broodje op. Toen voelde hij zich veel beter."
15,meta-llama/llama-3.1-8b-instruct,4_6,"Er was eens een konijn. Hij heette Benny. Benny was heel snel. Hij kon overal heen rennen. Hij ging op avontuur in de bos. Hij zag een klein vogeltje. Het vogeltje was weggevlogen. Benny wilde het vogeltje zo graag terugzien. Hij rende door het bos. Hij vroeg een eekhoorn waar het vogeltje was. De eekhoorn zei ""ik weet het niet"". Benny rende nog een stukje verder. Hij vond een berenkuil. Er zat een grote beer in. De beer vroeg ""wat wil je Benny?"" Benny zei ""ik zoek een vogeltje"". De beer zei ""het vogeltje zit in een boom daarboven"". Benny klom in de boom. Hij zag het vogeltje. Hij riep ""ik vind je!"" Het vogeltje kwam naar beneden. Benny en het vogeltje werden beste vrienden."
16,meta-llama/llama-3.1-8b-instruct,4_6,"Ik ken een leeuw. Hij heet Leo. Hij woont in de savanne. Leo is heel sterk. Hij kan heel hard rennen. Hij heeft een heel mooi geel en rood haren. Hij is de koning van de savanne.

Een keer ging Leo op jacht. Hij zocht naar een groot antilope. Hij zag hem heel ver weg. Hij rende heel hard. Hij was zo snel dat hij de antilope plotseling opeens had ingehaald. De antilope was heel bang. Hij rende weg. Leo rende nog harder. Hij viel niet uit. Hij ving de antilope op in zijn bek. Nu had Leo genoeg te eten. Hij ging rusten in de schaduw van een boom. Hij sliep heel lang."
17,meta-llama/llama-3.1-8b-instruct,4_6,"Een tijdje geleden was er een konijn. Hij heette Snelletje. Snelletje kon heel snel lopen. Hij kon eerder dan ons allemaal om de hoek rennen. Hij had lange oren en een rood gezicht. Snelletje had een beste vriend, een vogel. Die heette Vlieger. Vlieger kon heel hoog vliegen. Hij kon boven de boomtoppen hangen en naar beneden kijken.

Een keer ging Snelletje met Vlieger op een avontuur. Ze liepen door het bos en liepen over een brug. Toen ze op de brug waren, kwam er een stroom water uit een holte in de grond. De stroom water was heel sterk. Het was zo sterk dat hij Snelletje en Vlieger had laten varen naar de overkant. Snelletje en Vlieger waren heel blij om veilig te zijn. Toen gingen ze naar huis. Weet je wat? Ze hadden een leuke dag gehad."
18,meta-llama/llama-3.1-8b-instruct,4_6,"Er woonde eens een prinses. Ze was heel mooi en had lange blonde haren. Ze woonde in een kasteel met een grote tuin. In die tuin woonden vogels, konijnen en eekhoorns.

De prinses had een vriend, een eekhoorn. Zijn naam was Kwik. Kwik was heel slim en kon overal naar toe springen. Hij woonde in een holletje in een boom.

Een dag kwam er een boze draak in de tuin. Hij was heel groot en hij eiste dat alle dieren hem het eten van hun holletjes zouden geven. De prinses wilde niet dat de boze draak de dieren pijn zou doen.

Kwik en de prinses gingen op onderzoek. Ze zochten naar een manier om de boze draak weg te jagen. Kwik vond een zak met appels. Hij gooide de appels naar de boze draak. De boze draak at de appels en daarna was hij niet meer boos. Hij ging weg en kwam nooit meer terug. De prinses en Kwik waren heel blij."
19,meta-llama/llama-3.1-8b-instruct,4_6,"Er was eens een prinses die een koninklijke paard had. Ze was heel lief en zei altijd ""ik hou van jou"" tegen haar paard. Haar paard was ook heel lief en heette Sir Kip. Zij en Sir Kip gingen altijd op avontuur.

Een dag gingen ze naar een magische bos. Daar zagen ze een konijn die erg verdwaald was. De prinses zei: ""Ik help je, ik help je!"" En zij en Sir Kip gingen de konijn helpen.

Ze vonden een grote rots en daaronder stond een gat. De konijn zei: ""Ik ben verdwaald, ik kan niet naar huis!"" Maar de prinses zei: ""Maar ik kan helpen!"" En zij en Sir Kip hielpen de konijn in het gat. Toen kwam hij weer boven. De konijn was heel gelukkig en zei: ""Dank je wel!"" En de prinses en Sir Kip gingen weer naar huis."
20,meta-llama/llama-3.1-8b-instruct,4_6,"Er was eens een konijn. Hij heette Koen. Koen woonde in een bos. Hij had vrienden. Zijn vrienden waren een eekhoorn, een vogel en een vos. Ze speelden samen.

Een keer kwam er een regen. Het was zo hard dat Koen niet kon slapen. Hij had honger. Hij ging op zoek naar eten. Hij liep door het bos. Toen zag hij een appelboom. Daar hingen heel veel appels. Koen at een appel. Hij voelde zich beter.

Toen ging hij naar zijn vrienden toe. Ze speelden verstoppertje. Koen was de vos. Hij ging achter de vogel aan. De vogel vloog weg. Koen was verdrietig. Maar zijn vrienden zeiden: 'Gooi je het niet erg?' Koen lachte. Hij speelde verder."
21,meta-llama/llama-3.1-8b-instruct,4_6,"Er was eens een lelijk hondje. Hij was grijs en had een lange snuit. Hij heette Max. Max woonde bij een man. De man was heel rijk. Hij had een grote tuin vol met appels en peren.

Max hield van eten. Hij at altijd alles op. De man lachte en zei: ""Max, je bent zo gulzig!"" Max wist niet wat gulzig betekende, maar hij wist dat het iets leuks was.

Een dag ging Max naar buiten. Hij zocht naar fruit. Hij vond een grote appel op de grond. Hij pakte hem in zijn bek en begon te eten. Maar toen hij aan het eten was, hoorde hij een klein meisje gillen.

Een hond had een klein meisje gevracht, maar Max was het niet. Het was een andere hond. Max rende naar de man toe. ""Man, man!"" riep hij. ""Ik ben niet de slechte hond!"" De man lachte en zei: ""Dit is goed, Max. Je bent een goede hond."" Max voelde zich trots."
22,meta-llama/llama-3.1-8b-instruct,4_6,"Mijn beste vriendin Anna had een hondje. Hij heette Max. Hij was super leuk. Max was bruin en had een lange staart. Hij kon heel snel rennen.

Een keer ging Anna naar de speeltuin. Max mocht mee. Hij speelde met de andere honden. Max was geweldig. Hij pakte een bal en bracht hem terug naar Anna.

Maar dan gebeurde het. Max zag een konijn. Hij ging eropaf. Anna riep ""Max, kom hier!"" Maar Max bleef achter het konijn aanrennen.

Anna zat op de bank en lachte. Ze vond het zo leuk. Toen zag ze dat de konijn zich verstopte. Max kwam terug. Hij was moe, maar blij. Anna gaf hem een knuffel."
23,meta-llama/llama-3.1-8b-instruct,4_6,"Een keer ging ik naar de dierentuin met mijn mama. We zagen een lekkere olifant. Hij was groen en had een grote neus. Hij atte een hoop bladeren. Mijn mama zei dat hij heel sterk was en dat hij heel veel kon eten. Ik vroeg of hij kon rennen, en mijn mama zei dat hij heel snel kon rennen. We zagen ook een lekkere tijger. Hij was oranje en had grote ogen. Hij lag op een bankje en sliep. Mijn mama zei dat hij 's nachts wakker werd en jacht ging maken. Ik vond hem eng, maar mijn mama zei dat hij niet zou bijten. Toen gingen we naar de kabouters. Die waren heel klein en zaten op een tak. Mijn mama zei dat ze heel slim waren en dat ze heel veel wisten. Ik vond ze leuk en ik wilde ze graag knuffelen. Mijn mama zei dat dat niet mocht, dus ik bleef er gewoon naar kijken. Toen gingen we naar huis. Ik vond de dierentuin heel leuk en ik wil nog een keer gaan."
24,meta-llama/llama-3.1-8b-instruct,4_6,"Er was eens een konijn met een prachtig witte staart. Hij heette Fluffy. Fluffy woonde in een grote tuin met veel bomen en bloemen. Hij had heel veel vrienden in de tuin, zoals een eekhoorn en een vogel. 

Fluffy hield van eten, vooral artisjok en appel. Eén dag vond hij een grote appel die op de grond lag. Hij at de appel snel op. 

Toen hij de appel at, voelde hij een zware pijn in zijn buik. Hij had een buikpijn. Hij ging naar zijn vriendinnetje, de eekhoorn. De eekhoorn zei: ""Fluffy, je moet naar huis gaan en slapen. Je buik is misschien heel erg gewond."" 

Fluffy deed wat de eekhoorn zei en ging naar zijn huis. Hij sliep heel veel en voelde zich later beter."
25,meta-llama/llama-3.1-8b-instruct,4_6,"Er was eens een prinsesje. Ze heette Sophia en ze woonde in een groot kasteel. Sophia had een klein hondje, hij heette Max. Max was super leuk en hij was altijd bij Sophia.

Een dag ging Sophia naar het park met haar moeder. Ze zochten naar bloemen en Sophia had een mand bij zich. In de mand had Sophia een lunch voor zichzelf en Max.

Toen ze bij het meer waren, zag Sophia een klein bootje. Ze wilde graag in het bootje zitten. Maar het bootje was vastgemaakt en Sophia kon het niet losmaken. Max begon te janken en Sophia begon te huilen.

Maar dan kwam er een oude man naar hen toe. Hij was heel vriendelijk en hij zei: ""Laat ik een klein meisje helpen."" De oude man maakte het bootje los en Sophia kon er met Max in. Ze voeren over het meer en Sophia was zo blij.

Toen ze terugkwamen, gaf Sophias moeder haar een knuffel en zei: ""Ik ben zo trots op je, Sophia."" Sophia was heel gelukkig en ze had Max vast in haar armen."
26,meta-llama/llama-3.1-8b-instruct,4_6,"Er was eens een konijn met een enorme staart. Hij heette Koen en hij was heel snel. Hij kon overal naartoe in de bos. Koen had twee kleintjes, een meisje en een jongetje. Ze waren ook heel snel. Ze gingen altijd samen op avontuur.

De kleinste van de drie was de meeste avonturier. Hij wilde altijd meer. Hij wilde over de berg, door het meer, en in de grot. Maar Koen zei altijd ""nee, nee, nee"". Hij wilde niet dat zijn kleintje verdwaalde.

Maar een keer ging de kleinste toch zijn eigen weg. Hij ging over de berg, door het meer, en in de grot. Daar vond hij een schat! Hij was zo blij en hij rende terug naar Koen en zijn zusje.

Koen was heel trots op zijn kleinste. Hij zei ""ik weet dat je een avonturier bent, maar wees altijd voorzichtig"". De kleinste beloofde dat hij dat zou doen. Van toen af aan ging hij niet meer op avontuur zonder Koen en zijn zusje."
27,meta-llama/llama-3.1-8b-instruct,4_6,"Er was eens een prinses. Ze heette Sophia. Sophia had een dikke, rode haai. Die haai heette Max. Max was heel slim. Hij kon zelfs zwemmen naar de kastanjeboom en daarna terug.

Sophia en Max gingen op een dag op avontuur. Ze gingen naar de vredige bos. Daar kwamen ze een kat tegen. Die kat was heel oud en heel slecht. Hij heette de schurk.

De schurk wilde een heerlijke appel van Sophia stelen. Sophia sloeg hem met een grote steen. De schurk ging weg. Sophia en Max kregen een heerlijke appel.

Ze gingen terug naar huis. Sophia's vader was heel blij dat Sophia veilig was. Sophia en Max hadden een fantastisch avontuur. Daarna lagen ze lekker in bed."
28,meta-llama/llama-3.1-8b-instruct,4_6,"Een keer was ik met mijn vriendje op het strand. Hij heet Max en hij heeft een hond, een grote golden retriever. Zijn naam is Rusty. We gingen naar het strand en ik zag een mooie schelp. Die was heel mooi en ik vond hem leuk. Max zei: ""Die schelp is van mijn zusje. Ze vindt hem in het water."" Ik wilde hem pakken maar hij zei: ""Nee, die is van mijn zusje."" Ik zei: ""Maar die is mooi!"" Hij zei: ""Ik vraag haar om hem en dan kun je hem hebben."" Zijn zusje kwam dan en ze zei: ""Dit is mijn schelp. Ik vind hem elke keer als ik in het water ben."" Ik zei: ""Hij is mooi!"" Ze zei: ""Ja, ik vind hem ook mooi."" En toen gaf ze hem aan Max en die gaf hem aan mij. Ik was super blij. We gingen dan spelen en Rusty kwam ook mee. Hij was zo leuk en hij speelde met ons. We hadden een super leuk dag op het strand."
29,meta-llama/llama-3.1-8b-instruct,4_6,"Er leefde eens een konijn genaamd Fluffy. Hij was super snel en kon overal in de tuin komen. Hij had een vriendinnetje, een eekhoorn genaamd Squeaky. Squeaky was heel slim, ze wist altijd waar de lekkerste appels waren.

Eén dag vonden Fluffy en Squeaky een grote, lege honingkom. Ze keken elkaar aan en zei Squeaky: ""Laten we er even in kijken!"" Maar toen ze erin keken, viel er een honingstrook naar beneden. Fluffy en Squeaky keken elkaar aan en zei Fluffy: ""Ooh, honing! Die willen we hebben!""

Maar toen kwamen plotseling twee grote vogels aanvliegen. Ze wilden de honing ook hebben! Fluffy en Squeaky moesten heel hard wegrennen. Maar ze wisten niet waar ze heen moesten rennen. Toen ze bij een grote boom kwamen, renden ze erachteraan. Ze klommen de boom in en veilig zat de honingstrook hen te wachten."
30,meta-llama/llama-3.1-8b-instruct,4_6,"Er was eens een leuke meeuw. Hij heette Miep. Miep woonde bij het strand. Hij had een rood nest. Zijn vrienden noemden hem de rode meeuw. 

Miep hield van vissen. Elke dag ging hij naar het strand om naar vissen te kijken. Hij had een vriend, een eend. De eend heette Ewout. Ewout woonde ook bij het strand. 

Een dag ging Miep naar het strand. Hij zag een vreselijke storm. Het water kwam omhoog. Miep werd bang. Hij vluchtte naar zijn nest. 

De storm ging langzaam weg. Miep kwam uit zijn nest. Hij zag wat er gebeurd was. De strandvogels waren opgejaagd. Ze waren erg moe. Miep was erg moe ook. Hij was blij dat hij het overleefd had.

Miep ging naar Ewout. Ewout was ook in zijn nest. Hij was erg moe. Miep zei: ""Hé, ben je in orde?"" Ewout zei: ""Ja, ik ben in orde."""
31,meta-llama/llama-3.1-8b-instruct,4_6,"Er was eens een prinsesje die heette Sophia. Ze had een prachtig paard met een dik, zacht harnas. Ze woonden in een kasteel met een mooi park. Sophia hield van paardrijden. Ze ging elke dag naar het park met haar paard. 

De prinses had een vriendje dat heette Max. Hij was een knappe jongen met een rode cape. Max hield ook van paardrijden. Hij was een prima rijder. 

Een dag was het heel warm. Sophia en Max gingen naar het water. Ze zagen een visje in het water. Het visje was klein en zwart. Sophia en Max wilden het visje vangen. Maar het visje was te snel. Het zwom weg. 

Sophia en Max waren bedroefd. Maar ze lachten. Ze hadden een leuk dag gehad. Ze namen hun paard en gingen naar huis."
32,meta-llama/llama-3.1-8b-instruct,4_6,"Er was eens een konijn. Hij heette Fluffy. Fluffy woonde in een prachtig konijnenhuis met een groene tuin. Hij had veel veel vrienden, zoals een haas, een eekhoorn en een vogel.

Een dag ging Fluffy naar het bos. Hij wilde eieren zoeken. Hij liep heel snel en kwam bij een boom. Daar zit een eiland. Fluffy wilde erop. Maar er was een probleem. Hij kon niet erop omdat er een brug ontbreekt.

Fluffy ging naar de eekhoorn en vroeg of hij een brug kon maken. De eekhoorn zei ""Ja, ik kan een brug maken."" De eekhoorn nam stukken takken en legde die op de grond. Toen had Fluffy eindelijk een brug naar het eiland. Fluffy ging erop en vond veel eieren. Hij was heel blij."
33,meta-llama/llama-3.1-8b-instruct,4_6,"We waren op school. De lerares zei dat we naar de speeltuin moesten. Ik ging met mijn vriendin Lotte. We liepen met z'n tweetjes. De speeltuin was heel leuk. Er waren trampolines en een grote schommel. Ik ga altijd hoog op de schommel. Lotte is bang. Maar ik zei: ""Kom, Lotte, ik help je.""

Toen kwam er een hond. Hij was heel groot en heel zielig. Hij zat in een hokje. De hond had een leuk rood shirt aan. Ik vroeg aan de man: ""Wat is zijn naam?"" Hij zei: ""Zijn naam is Rex.""

Ik zei: ""Ik wil Rex bij mij."" De man zei: ""Nee, jij moet naar school."" Ik wilde Rex helpen. Maar hij ging niet van de man af. Dan ging de man weg. Rex kwam uit zijn hokje en ging naar mij toe. Hij sprong omhoog en kwam op me af. Ik lachte heel hard."
34,meta-llama/llama-3.1-8b-instruct,4_6,"Er was eens een eend. Ze heette Eline. Ze woonde bij een meer. Eline was heel snel. Ze kon heel hard zwemmen. Ze had een vriend, een kleine vlieg. Hij heette Vleugel. Hij kon hard vliegen. Eline en Vleugel speelden altijd bij het meer.

Eens kwam er een sterk wind. De wind was heel hard. Hij blies over het meer. Eline moest erg hard zwemmen om niet weg te worden geblazen. Vleugel zat vast aan een boom. Hij kon niet vliegen. Eline kwam naar hem toe. Ze zei: ""Vleugel, ik kom naar je toe!"" Ze zwom hard naar Vleugel toe. Toen ze bij Vleugel was, zei ze: ""Ga mee!"" Vleugel kwam met Eline mee. Ze gingen op een veilige plek zitten. Eline en Vleugel waren heel blij dat ze bij elkaar waren. Ze zeiden: ""Dankjewel dat je naar me toe bent gekomen!"""
35,meta-llama/llama-3.1-8b-instruct,4_6,"Er was eens een prinsesje. Ze heette Sophia. Sophia had een mooie blonde haren en blauwe ogen. Ze woonde in een kasteel met haar moeder, de koningin. Sophia hield van paarden. Ze had een schitterende witte hengst. Ze noemde hem Snowy. Sophia en Snowy gingen altijd samen rijden in de bossen.

Een dag kwamen er twee boze wolven. Ze wilden Snowy eten. Maar Sophia was niet bang. Ze gaf Snowy een zacht woord en hij werd heel snel. Snowy jogde weg en de wolven liepen achter hem aan. Sophia galoppeerde met Snowy weg en ze waren heel snel. De wolven waren heel moe toen ze bij het kasteel aankwamen. Sophia zei tegen de wolven: 'Kom binnen, ik geef jullie wat eten.' De wolven werden niet meer boos en kwamen met Sophia samen eten."
36,meta-llama/llama-3.1-8b-instruct,4_6,"Er was eens een prinsesje die zei: ""Ik wil een paard!"" En toen kwam er een man met een paard waarvan het blauw was. Het paard heette Luna. Luna was heel snel en kon vliegen.

De prinsesje ging met Luna naar de boom waar de appels groeien. Luna liet de prinsesje op haar rug en ze plofte neer. De prinsesje pakte een appel en gaf hem aan een vogeltje dat op een tak zat. Het vogeltje had een rood verenkapje en het zong ""piep, piep"".

Toen gingen ze naar de rivier waar de kikkers zitten. Luna liet de prinsesje af en de prinsesje wafelde over de rivier. Ze zag heel veel kikkers die naar haar keken. Eén kikker zei: ""Ssssst, prinsesje!"" En toen wafelde ze weer terug naar Luna. Luna stopte de prinsesje in haar rugzak en ze gingen naar huis met de appel en het vogeltje."
37,meta-llama/llama-3.1-8b-instruct,4_6,"Er was eens een konijn. Hij was zo snel dat hij overal heen kon rennen. Hij had grote ogen en een lange staart. Hij woonde in een prachtig bos vol bloemen en bomen.

De konijn hield van pepernootjes. Hij vond ze super lekker en at ze elke dag. Hij had een vriend die een vogel was. De vogel kwam elke dag naar het bos om naar pepernootjes te zoeken.

Een keer zagen ze een grote vos. De vos was heel bang en rende weg. De konijn en de vogel lachten veel. Ze dachten dat de vos heel komisch was.

De konijn en de vogel besloten om samen op avontuur te gaan. Ze renden door het bos en zagen veel dingen. Ze zagen een beekje waarin vissen zwommen en een berg waarop een eekhoorn zat.

Ze hadden zo veel plezier dat ze niet meer wilden stoppen. Toen het donker werd, gingen ze naar hun huis en sliepen. Ze waren heel tevreden."
