,model,age,story
10,google/gemma-3-27b-it-fast,4_6,"Er was eens een konijn. Die heette Pluis. Pluis woonde in een heel groot bos, met allemaal bomen en bloemetjes. Pluis had een vriendje, een hele lieve egel. Die egel heette Prikkie.

Prikkie en Pluis hebben laatst een taart gebakken! Prikkie had de bloemetjes ervoor gezocht, allemaal gele en rode. Pluis heeft de worteltjes erin gedaan, want konijnen zijn dol op worteltjes. Ze hebben heel hard geroerd in de kom. Het ging heel moeilijk!

Toen de taart klaar was, hebben ze hem buiten opgegeten. Onder een grote boom. Daar kwamen toen allemaal vlinders kijken. Die vlinders vonden de taart ook lekker! Prikkie en Pluis hebben de vlinders ook een stukje gegeven. 

Maar toen kwam er een vos! Die wilde ook taart! Pluis en Prikkie zijn toen snel naar hun holletjes gerend. De vos kreeg geen taart. Hij ging boos weg. Pluis en Prikkie vonden het wel jammer van de taart, maar ze waren wel blij dat ze veilig waren!"
11,google/gemma-3-27b-it-fast,4_6,"Oké, luister allemaal!

Er was eens een hele grote beer. Echt heel groot! Hij woonde in het bos, bij een hele hoge berg. Die beer, hij was een beetje… verdrietig. Want hij had geen vriendjes. Hij zat altijd alleen maar bessen te eten. Roze bessen! Die vond hij het lekkerst.

Op een dag kwam er een klein konijntje bij de beer kijken. Het konijntje was niet bang, hoor! Hij zei: “Hallo beer! Waarom zit je zo te soppen?” De beer keek verrast. Nog nooit had iemand met hem gepraat.

Hij zei: “Ik heb geen vriendjes…” Het konijntje lachte. “Nou, ík wil wel je vriendje zijn!” riep hij. En toen gingen ze samen spelen! Ze rolden van de berg af, en ze aten samen bessen. De beer was helemaal niet meer verdrietig. Hij had nu een héle goede vriend! En het konijntje ook. Ze speelde tot de zon onder ging en daarna gingen ze samen slapen."
12,google/gemma-3-27b-it-fast,4_6,"Oké, luisteren hoor!

Er was eens een hele grote blauwe walvis. Hij zwom in de zee en hij was een beetje zielig. Want hij had geen vriendjes. Alle andere vissen waren bang voor hem, want hij was zo groot! Hij maakte steeds 'woesh' geluidjes, maar dat vond niemand leuk, ze dachten dat hij ze op wilde eten. 

Toen zag hij een klein, heel klein, schildpadje. Die zwom helemaal alleen. De walvis zwom voorzichtig naar het schildpadje toe en hij zei heel zachtjes: “Hallo.” Het schildpadje keek op en was niet bang! 

De walvis en het schildpadje speelden de hele dag. De walvis gaf het schildpadje even een lift op zijn kop en ze zochten samen naar glinsterende schelpjes. Ze hebben heel veel lol gehad. En weet je wat? Daarna waren de walvis en het schildpadje de allerbeste vriendjes, voor altijd! Ze waren niet meer alleen. En de walvis maakte niet meer zo’n eng ‘woesh’ geluid, maar een vrolijk ‘poefje!’"
13,google/gemma-3-27b-it-fast,4_6,"Oké, luister goed!

Eens was er een hond, die heette Woefie. Woefie was heel klein, een babyhond bijna. Hij woonde bij een meisje, Roos. Roos gaf Woefie eten en ze gingen samen spelen. Ze gooiden een bal en Woefie ging er heel snel achteraan!

Maar Woefie was soms een beetje stout. Eén keer, hij heeft de schoen van Roos gepakt! En hij liep ermee door de tuin! Roos moest heel hard lachen. Ze zei: “Woefie, niet doen!”

Toen ging Woefie naar het park. Daar zag hij een hele grote poes. De poes zat hoog in een boom. Woefie begon te blaffen! ""Waf! Waf!"" Hij wou dat de poes naar beneden kwam. Maar de poes deed niet. 

Toen kwam Roos. Ze heeft de poes een beetje eten gegeven en toen kwam de poes naar beneden. Woefie en de poes speelden samen en Roos lachte weer. Woefie was toch een leuke hond, ook al was hij soms een beetje stout. En Roos, die vond Woefie het allerleukste!"
14,google/gemma-3-27b-it-fast,4_6,"Nou, eh… er was een keer een hele grote beer. Niet zo’n knuffelbeer, nee een échte beer! Die woonde in het bos, bij een hele hoge boom. Die boom had heel veel appels. Rode appels, en gele appels, en een beetje groene appels!

De beer, die heette Boris, was heel lief. Maar hij was ook heel knoeiig. Hij probeerde een appel te pakken, maar hij struikelde en… pats! Hij viel in een hele grote modderpoel! Hij was helemaal zwart, Boris. 

En toen kwamen er drie konijntjes langs. Die lachten heel hard! “Kijk Boris! Je bent helemaal vies!” Zeiden ze. Boris werd een beetje boos, maar probeerde ook te lachen. 

Toen gingen ze samen moddergooien! En daarna gingen ze appels eten. Allemaal. De konijntjes en Boris. Het was heel gezellig. En Boris was niet meer boos, want hij had vriendjes gemaakt. En hij mocht alle appels opeten! Behalve één. Die bewaarde hij voor morgen."
15,google/gemma-3-27b-it-fast,4_6,"Eén keer was er een hele grote beer. Niet een beetje grote beer, echt supergroot! Hij woonde in het bos en hij was altijd heel verdrietig. Niemand mocht met hem spelen, want ze dachten dat hij ze kapot zou maken. Hij was gewoon een beetje klunzig.

Hij probeerde heel vaak vrienden te maken. Hij gaf bloemen aan de konijntjes, maar hij trapte ze per ongeluk plat. Hij bood honing aan de bijtjes, maar hij morste het over hun huis. Toen ging hij naar de eekhoorn. ""Wil je met me spelen?"" vroeg de beer. De eekhoorn keek bang omhoog. De beer wilde hem pakken om te knuffelen, maar hij gleed uit over een stronk en boem! Hij viel in een grote modderpoel.

De eekhoorn moest heel erg lachen. En de beer, die lachte ook! Want hij zag dat lachen best leuk was. Toen kwamen de konijntjes en de bijtjes ook kijken. Ze lachten allemaal. De beer was niet meer verdrietig. Hij was een klunzige beer, maar nu hadden hij heel veel vrienden. En iedereen mocht met hem spelen, zelfs al morste hij soms nog wel eens honing."
16,google/gemma-3-27b-it-fast,4_6,"Oké, luisteren hoor!

Er was eens een hele grote beer. Niet een beetje groot, echt *heel* groot! Die beer woonde in het bos en die had een beste vriend, een klein vogeltje. Dat vogeltje heette Piep. 

Eén dag, de beer die ging honing zoeken. Hij liep en liep en hij keek overal. Maar er was geen honing te vinden! Hij werd een beetje verdrietig. Toen zag hij Piep vliegen. 

“Piep, heb jij honing gezien?” vroeg de beer.

Piep vloog naar een hele hoge boom. ""Kijk daar!"" piepte hij. En ja hoor! Daar zat een hele grote bijenkorf, vol met honing. Maar de bijen waren boos!

De beer was bang voor de bijen. Piep vloog rond de bijen en maakte gekke geluidjes. De bijen werden afgeleid en de beer pakte snel de honing. Super lekker! Daarna gaven ze Piep een klein beetje honing, dat vond hij heel fijn. En toen aten ze samen honing, de beer en Piep. Dat was gezellig!"
17,google/gemma-3-27b-it-fast,4_6,"Oké, luister!

Er was eens een hele grote beer. Zo groot! Groter dan juffrouw Marijke. En die beer woonde in een hol, maar hij was verdwaald. Hij had zijn mama niet meer gevonden. Hij liep heel lang rond in het bos, en hij was heel verdrietig. Hij huilde een beetje, stille tranen.

Toen zag hij een klein konijntje. Het konijntje zat worteltjes te eten. De beer zei: “Hé konijntje, heb jij mijn mama gezien?” Het konijntje schudde zijn hoofd. “Nee,” zei hij, “maar ik ken de uil. Die weet alles!”

De beer en het konijntje gingen naar de uil. De uil zat hoog in een boom. “Hoe heet jouw mama?” vroeg de uil. “Bruine Beer,” zei de beer. De uil keek heel goed rond en toen zei hij: “Daar! Daar is ze! Achter de grote boom!”

De beer rende heel snel en hij zag zijn mama! Hij gaf haar een hele grote knuffel. En de beer en zijn mama en het konijntje en de uil, die aten allemaal worteltjes samen. En ze waren heel gelukkig."
18,google/gemma-3-27b-it-fast,4_6,"Er was eens een hele grote beer. Niet zo’n knuffelbeer, nee, een échte beer! Die woonde in het bos en die was heel verdrietig. Want hij had zijn lievelingshoning kwijt! Hij had het verstopt onder een grote boom, maar nu was ie weg. 

De beer zocht overal. Hij keek achter de struiken, onder de bladeren en zelfs in een holle boom, maar de honing was nergens te vinden. Toen zag hij een klein muisje. ""Hé muisje,"" zei de beer, “heb jij mijn honing gezien?""

Het muisje schudde zijn hoofdje. “Nee beer, ik heb geen honing gezien. Maar ik zag wel een eekhoorn met iets gouds in zijn mondje naar boven klimmen!”

De beer keek omhoog en ja hoor! De eekhoorn zat helemaal bovenin de boom en smulde van de honing! De beer werd een beetje boos, maar toen lachte hij. De eekhoorn vond de honing ook heel lekker. Dus de beer deelde de honing met de eekhoorn. En ze werden vrienden! De beer was niet meer verdrietig."
19,google/gemma-3-27b-it-fast,4_6,"Oké, luister!

Er was eens een konijn, die Heintje heette. Heintje woonde in een heel groot bos. Hij had een mama en een papa en heel veel broertjes en zusjes. Heintje was een beetje stout. Hij luisterde niet altijd. 

Mama Konijn zei: ""Heintje, ga niet naar de grote weg!"" Maar Heintje ging toch. Hij wilde kijken wat er allemaal was. Hij rende en rende en toen… toen zag hij een grote, rode auto! Die auto ging heel hard!

Heintje werd heel bang en sprong snel in het gras. De auto reed voorbij. Pfoe! Dat was eng! Heintje liep heel snel terug naar huis. Mama Konijn was heel boos, maar ze gaf Heintje wel een wortel. 

“Je moet echt luisteren, Heintje,” zei ze. Heintje knikte en hij at zijn wortel op. Hij ging niet meer naar de grote weg. Hij speelde met zijn broertjes en zusjes in het bos. Dat was veel leuker! En veel veiliger."
20,google/gemma-3-27b-it-fast,4_6,"Er was eens een hele grote beer. Niet zomaar een grote beer, hè? Echt supergroot! Die beer woonde in een bos en die verdwaald was. Hij had zijn mama kwijt. Hij liep en liep en riep: “Mama! Waar ben jij?”

Toen zag hij een klein beertje. Dat beertje had een rode ballon. De grote beer zei: “Hé, ballon!” Het kleine beertje gaf de ballon aan de grote beer. 

De grote beer was er heel blij mee! Hij liep verder met de ballon omhoog. En raad eens? Zijn mama zag de rode ballon! Ze zat achter een grote boom.

“Daar ben je!”, riep mama beer. Ze gaf de grote beer een hele dikke knuffel. Het kleine beertje was ook blij dat de grote beer zijn mama weer gevonden had. Ze speelden samen verstoppertje achter de bomen. En de ballon? Die bleef lekker in de lucht drijven! Het was een hele leuke dag."
21,google/gemma-3-27b-it-fast,4_6,"Een hele grote olifant, die heette Bobo, die woonde in een bos. Bobo was een beetje verdrietig, want hij had geen vriendjes. Hij liep altijd helemaal alleen. 

Eén keer zag hij een klein konijntje. Het konijntje was aan het springen en Bobo vond dat heel leuk. Hij probeerde ook te springen, maar dat ging niet zo goed. Hij was te zwaar! Toen lachte het konijntje heel hard.

Bobo werd eerst een beetje boos, maar toen zei het konijntje: ""Je bent een hele grappige olifant!"" En toen gingen ze samen spelen. Bobo gaf het konijntje een ritje op zijn rug en het konijntje knabbelde aan een wortel. 

Daarna kwamen er nog andere dieren bij. Een eekhoorn, een vos en een uil. Ze speelden verstoppertje tussen de bomen. Bobo was heel blij. Hij had nu heel veel vriendjes en was helemaal niet meer verdrietig. Ze hebben heel veel lol gehad, dat weet ik zeker! En Bobo is nooit meer alleen geweest."
22,google/gemma-3-27b-it-fast,4_6,"De meneer bakker, die maakt altijd lekkere taart. Echt, superlekker! En hij heeft een poes, Plopper. Plopper is heel zwart en heeft hele groene ogen. Plopper die liep altijd in de winkel, tussen de broodjes en de koeken. 

Eén keer zag ik Plopper op de toonbank staan! De meneer bakker was even achterin, iets doen met bloem. Plopper liep over de taarten heen en probeerde eraan te likken! Hij vond de slagroom het lekkerst. 

Toen kwam de meneer bakker terug en riep: ""Plopper! Niet!"" Plopper sprong eraf en rende weg, onder een stoel. We hebben allemaal heel hard gelachen! 

De meneer bakker pakte een doekje en maakte de taarten weer schoon. En daarna gaf hij Plopper een bakje melk. Plopper die dronk de melk helemaal op. En ik kreeg een plakje taart, met veel slagroom! Het was een hele leuke dag."
23,google/gemma-3-27b-it-fast,4_6,"Oké, luisteren hoor!

Er was eens een hele grote olifant. Die heette Oliver. Oliver woonde in een jungle met allemaal aapjes. Die aapjes waren soms een beetje stout. Ze gooiden met bananen naar Oliver! Dat vond Oliver niet leuk. Hij schudde dan zijn hoofd en sproeide een beetje water met zijn slurf. 

Eén keer hadden de aapjes al Oliviers hoed gepikt. Een hele mooie blauwe hoed. Oliver was heel boos toen! Hij zocht overal, maar hij kon de hoed nergens vinden. Toen zag hij de aapjes! Ze hadden de hoed op hun kop gedaan en deden alsof ze een olifant waren. 

Oliver moest lachen. Hij pakte een hele grote bos bananen en gaf die aan de aapjes. En toen kreeg Oliver zijn hoed terug. De aapjes waren blij en Oliver ook. Daarna speelden ze samen verstoppertje in de jungle. Het was heel gezellig! En de aapjes gooiden daarna geen bananen meer naar Oliver. Nooit meer!"
24,google/gemma-3-27b-it-fast,4_6,"De meneer de vos, die woonde in een heel groot bos. En die had een hele mooie zwiepstaart. Maar hij was een beetje verdrietig, want hij had geen vriendjes. 

Eén keer zag hij een konijntje, een héél klein konijntje. Die was worteltjes aan het eten. De vos liep heel voorzichtig naar het konijntje toe. “Hallo!” zei de vos. Het konijntje schrok heel erg! Die rende meteen weg, heel snel, zo!

De vos was nog verdrietiger. Toen zag hij een eekhoorn. Die zat in een boom en at een noot. De vos probeerde heel aardig te zijn. Hij zei: “Mooie noot, hè?” Maar de eekhoorn gooide de noot naar beneden en sprong nog hoger de boom in.

Toen ging de vos huilen. En toen kwam er een heel klein muisje. Die zei: “Waarom huil je?” De vos zei dat hij geen vriendjes had. Het muisje zei: “Ik wil wel je vriendje zijn!” En ze gingen samen spelen, en toen was de vos niet meer verdrietig. Ze hebben samen heel veel plezier gehad."
25,google/gemma-3-27b-it-fast,4_6,"Oké, luister goed!

Er was eens een hele lieve hond, die heette Woefie. Woefie woonde bij een meisje, Emma. Emma had Woefie heel lief, en ze gingen altijd samen spelen. Ze gingen naar het park, en Emma gooide dan een bal. Woefie haalde de bal altijd op, hij was heel goed! 

Maar één keer… toen waren ze bij het park, en Woefie zag een eekhoorn! Die eekhoorn rende heel snel in een boom. Woefie wilde hem achterna, hij rende ook! Hij rende en rende, maar hij was de bal kwijt. Emma zocht overal, maar ze vond de bal niet. 

Ze werd een beetje verdrietig. Toen kwam Woefie terug, zonder bal, en hij gaf Emma een stok. Emma lachte! Ze gooide de stok, en Woefie haalde hem op. Hij was toch een hele goede hond, ook al was de bal even weg. En daarna vonden ze de bal nog terug, onder een bankje! Ze waren allebei heel blij."
26,google/gemma-3-27b-it-fast,4_6,"Oké, luisteren hoor!

Er was eens een hele grote beer. Niet zomaar een beer, maar een beer met een rode hoed. Die had hij gekregen van zijn mama. Hij liep in het bos en hij zocht naar honing. Heel veel honing! Want hij had echt honger.

Opeens zag hij een huisje. Een heel klein huisje. En daar zaten drie beren in! Een papa beer, een mama beer en een baby beer. De rode-hoed-beer was wel een beetje bang. Hij had nog nooit beren in een huisje gezien. 

Hij klopte aan. ""Mag ik honing?"" vroeg hij. De papa beer zei: ""Nee! Ga weg!"". Maar de baby beer lachte! Die vond de rode hoed van de andere beer heel mooi. 

Toen gaf de mama beer toch wat honing. De rode-hoed-beer at het allemaal op. Het was wel het lekkerste honing ooit! Daarna speelde hij met de baby beer en gingen ze samen rollen in het gras. Ze hadden veel pret. En toen ging de rode-hoed-beer weer naar huis. Hij had een hele fijne dag gehad!"
27,google/gemma-3-27b-it-fast,4_6,"Er was eens een hele grote beer. Niet zo’n beer die in een dierentuin zit, maar eentje die in het bos woonde. Hij heette Boris. Boris was een beetje een knoeiboel, hij liet altijd alles vallen. 

Eén keer probeerde hij honing te pakken van een bijenkorf. Hij wilde erbij, heel graag! Maar toen ging hij wapperen met zijn poot, omdat de bijen hem prikten. En toen… boem! Viel hij in een grote plas modder! Hij werd helemaal bruin en plakkerig.

Zijn vriendje, een klein konijntje, lachte hem helemaal uit. “Kijk Boris, wat ben je nou!” zei het konijntje. Boris vond het niet leuk. Hij was heel boos geworden. 

Toen kwam mama Beer. Ze gaf Boris een knuffel. “Ach Boris,” zei ze, “dat gebeurt wel eens. We maken je wel schoon.” En ze heeft hem gewassen met water en een beetje zeep. Toen was Boris weer een beetje blij. Hij mocht daarna een grote pot honing opeten! Hij heeft er heel lekker van genoten. En hij viel niks!"
28,google/gemma-3-27b-it-fast,4_6,"Er was ooit een hele lieve hond, Pipo. Pipo woonde bij een oma en een opa. Pipo was heel groot, met bruine vlekken. Hij heeft altijd heel veel speelgoed gehad! Zoals een rode bal, en een blauw bot, en een heel zacht knuffelkonijn. 

Pipo ging altijd met de opa wandelen in het bos. En één keer… één keer zag Pipo een eekhoorn! De eekhoorn zat in een boom en hij had een nootje. Pipo wou die nootje stelen! Dus hij sprong! Heel hoog sprong hij, maar hij heeft de eekhoorn niet kunnen pakken. De eekhoorn is toen heel snel weggerend.

Pipo vond het niet zo erg. Want daarna ging hij met de oma koekjes eten. Pipo kreeg drie koekjes! En die waren heel lekker! De oma zei: “Wat een brave hond ben jij, Pipo!” En Pipo kwispelde heel hard met zijn staart. Hij was echt heel blij. Want koekjes zijn het allerlekkerst."
29,google/gemma-3-27b-it-fast,4_6,"Eén keer was er een hele grote olifant. Die olifant woonde in een bos, maar hij was heel verdrietig. Want hij had geen vriendjes! Alle andere olifanten waren al weg, naar een andere plek. Hij liep een beetje rond, met zijn snuit naar beneden. Toen zag hij een klein vogeltje.

Het vogeltje zat op zijn hoofd! De olifant schrok een beetje, maar hij lachte ook. Het vogeltje piepte heel hard. De olifant liep toen naar een rivier en hij spoot water naar het vogeltje. Het vogeltje vloog een rondje en kwam terug. 

Daarna speelden ze samen! De olifant liep heel voorzichtig, zodat het vogeltje niet viel. En het vogeltje vloog om de olifant heen en zong liedjes. De olifant was niet meer verdrietig. Hij had nu een heel goed vriendje. Ze hebben heel lang gespeeld, tot de zon onder ging. En toen gingen ze beiden slapen."
30,google/gemma-3-27b-it-fast,4_6,"Er was eens een heel klein muisje, Pips genaamd. Pips woonde in een heel groot bos. En Pips, die was heel dapper! Niet bang! Hij heeft een rode sjaal gehad, van zijn mama. 

Pips liep door het bos, en hij zocht naar een hele grote noot. Hij had echt heel erg honger. En toen, toen zag hij hem! Een hele, heel grote noot! Maar… er zat een eekhoorn op! Die eekhoorn heette Fieke.

Fieke zat de noot te eten. Pips vroeg: “Mag ik ook een stukje?” Fieke keek naar Pips en zei: “Nee! Deze is van mij!” Pips werd een beetje verdrietig. Hij liep weg.

Maar toen, toen viel er een klein stukje noot op de grond! Pips pakte het snel op en hij at het op. Het was heel lekker! En hij heeft daarna Fieke nog even gedag gezegd. Fieke zwaaide terug, en Pips ging weer verder zoeken. Misschien vond hij nog een noot!"
31,google/gemma-3-27b-it-fast,4_6,"Nou, er was eens een hele grote beer. Niet zomaar een beer, hoor! Eentje met een blauwe sjaal. Hij liep in het bos en hij zocht naar honing. Hij had heel veel zin in honing! 

Maar toen zag hij een klein vogeltje, die zat heel zielig op een takje. Het vogeltje had gestoten met z'n vleugel en kon niet meer vliegen. De beer, die was heel lief, die zette het vogeltje voorzichtig op z'n hand.

Hij heeft het vogeltje naar mama vogel gebracht. Mama vogel was heel blij! Ze gaf de beer een hele grote pot honing. Dus de beer, die was eerst verdrietig dat hij geen honing kon vinden, die had opeens heel veel honing. En hij deelde het met het vogeltje. Ze hebben samen van de honing gegeten en toen was het heel gezellig! De beer ging weer verder het bos in, en het vogeltje kon weer fluiten! Hij was heel blij."
